doc_id,author,title,not_before,not_after,LAGT4-1?,GLAUX?,OGA?,EXPRECCE?,lagt4-1_author,glaux_AUTHOR_STANDARD,oga_author,lagt4-1_title,lagt_genre,lagt_provenience,lagt_tlg_epithet,lagt_tlg_epithet,glaux_TITLE_STANDARD,oga_title_labels,oga_title_from_print_edition,lagt4-1_not_before,lagt4-1_not_after,glaux_STARTDATE,glaux_ENDDATE,oga_not_before,oga_not_after,oga_date_source,oga_date_source_link,oga_comment_on_chronology,oga_formatted_work_date,lagt4-1_tokencount,glaux_TOKENS,oga_tokencount,lagt4-1_source,lagt4-1_tlg_epithet,lagt4-1_genre,lagt4-1_provenience,glaux_GENRE_STANDARD,glaux_DIALECT,glaux_GLAUX_TEXT_ID,glaux_TLG,glaux_SOURCE,glaux_SOURCE_FORMAT,glaux_TM_TEXT,exprecce_author,exprecce_title,exprecce_not_after,exprecce_not_before,exprecce_edition,exprecce_edition_link,oga_id,oga_print_edition,glaux_tlg_ids,glaux_tokens_sum
pta0001.pta055,Severian of Gabala,Oratio de exaltatione Crucis,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,Oratio de exaltatione Crucis,Severianus Gabalensis: Oratio de exaltatione Crucis,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,2963.0,,,,,,,,,,,,,,,,,,1746,"B.S. Pseftogas, Ἡ ψευδοχρυσοστομεία ὁμιλία στόν Τίμιο καί Ζωοποιό Σταυρό (BHG 415m καί 415n) εἶναι τοῦ Σεβεριανοῦ Γαβάλων. Γρηγόριος ὁ Παλαμᾶς.  62. , 1979, 299-318",[nan],0.0
pta0001.pta056,Severian of Gabala,In Temptationem Domini Nostri Iesu Christi,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In Temptationem Domini Nostri Iesu Christi,Severianus Gabalensis: In Temptationem Domini Nostri Iesu Christi,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,2063.0,,,,,,,,,,,,,,,,,,1747,"Robert E. Carter, A Greek Homily on the Temptation (CPG 4906) by Severian of Gabala:
                                                   Introduction, Critical Edition and Translation A Greek Homily on the Temptation (CPG 4906) by Severian of
                                                   Gabala. Traditio.  52. , 1997, 47–71",[nan],0.0
pta0001.pta057,Severian of Gabala,In cosmogoniam homilia 1,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 1,Severianus Gabalensis: In cosmogoniam homilia 1,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,4628.0,,,,,,,,,,,,,,,,,,1748,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 429–438",[nan],0.0
pta0001.pta058,Severian of Gabala,In cosmogoniam homilia 2,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 2,Severianus Gabalensis: In cosmogoniam homilia 2,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,4468.0,,,,,,,,,,,,,,,,,,1749,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 438–447",[nan],0.0
pta0001.pta059,Severian of Gabala,In cosmogoniam homilia 3,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 3,Severianus Gabalensis: In cosmogoniam homilia 3,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,5293.0,,,,,,,,,,,,,,,,,,1750,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 447–456",[nan],0.0
pta0001.pta060,Severian of Gabala,In cosmogoniam homilia 4,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 4,Severianus Gabalensis: In cosmogoniam homilia 4,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,7433.0,,,,,,,,,,,,,,,,,,1751,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 457–471",[nan],0.0
pta0001.pta061,Severian of Gabala,In cosmogoniam homilia 5,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 5,Severianus Gabalensis: In cosmogoniam homilia 5,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,6864.0,,,,,,,,,,,,,,,,,,1752,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 471–484",[nan],0.0
pta0001.pta062,Severian of Gabala,In cosmogoniam homilia 6,400.0,409.0,False,False,True,False,,,Severian of Gabala,,,,,,,In cosmogoniam homilia 6,Severianus Gabalensis: In cosmogoniam homilia 6,,,,,400.0,409.0,,,temporary date of the author life,+0400-01/+0409-12,,,8666.0,,,,,,,,,,,,,,,,,,1753,"Jean-Paul Migne (ed.), Patrologia graeca. 56. Paris 1862, 484–500",[nan],0.0
pta0003.pta017,Eusebius of Caesarea,Commentarius in Isaiam,260.0,320.0,False,False,True,False,,,Eusebius of Caesarea,,,,,,,Commentarius in Isaiam,Eusebius Caesariensis: Commentarius in Isaiam,,,,,260.0,320.0,,,temporary date of the author life,+0260-01/+0320-12,,,177411.0,,,,,,,,,,,,,,,,,,1754,Joseph Ziegler,[nan],0.0
pta0005.pta001,Cyrill of Alexandria,De adoratione et cultu in spiritu et ueritate,403.0,444.0,False,False,True,False,,,Cyrill of Alexandria,,,,,,,De adoratione et cultu in spiritu et ueritate,Cyrillus Alexandrinus: De adoratione et cultu in spiritu et ueritate,,,,,403.0,444.0,,,temporary date of the author life,+0403-01/+0444-12,,,323.0,,,,,,,,,,,,,,,,,,1755,"Barbara Villani (Editor), Berlin-Brandenburgische Akademie der Wissenschaften",[nan],0.0
pta0005.pta002,Cyrill of Alexandria,Glaphyra in Pentateuchum,403.0,444.0,False,False,True,False,,,Cyrill of Alexandria,,,,,,,Glaphyra in Pentateuchum,Cyrillus Alexandrinus: Glaphyra in Pentateuchum,,,,,403.0,444.0,,,temporary date of the author life,+0403-01/+0444-12,,,151387.0,,,,,,,,,,,,,,,,,,1756,"Jean Aubert/Jean-Paul Migne (ed.), Patrologia graeca. 69. Paris 1864, 9–677",[nan],0.0
pta0006.pta001,Hesychius of Jerusalem,Commentarius magnus in Psalmos,400.0,450.0,False,False,True,False,,,Hesychius of Jerusalem,,,,,,,Commentarius magnus in Psalmos,Hesychius Hierosolymitanus: Commentarius magnus in Psalmos (Ms Α),,,,,400.0,450.0,,,temporary date of the author life,+0400-01/+0450-12,,,68204.0,,,,,,,,,,,,,,,,,,1757,"Milano, Biblioteca Ambrosiana, B 106 sup. (Martini-Bassi 127) (PTAMS00608), transcribed by Annette von Stockhausen",[nan],0.0
pta0013.pta003,Amphilochius of Iconium,Epistula synodalis,340.0,394.0,False,False,True,False,,,Amphilochius of Iconium,,,,,,,Epistula synodalis,Amphilochius Iconiensis: Epistula synodalis (Ms La),,,,,340.0,394.0,,,temporary date of the author life,+0340-01/+0394-12,,,826.0,,,,,,,,,,,,,,,,,,1758,"Firenze, Biblioteca Medicea Laurenziana, Plut. IV 12 (PTAMS00566), transcribed by Annette von Stockhausen",[nan],0.0
pta0022.pta001,Athanasius of Alexandria,Contra gentes,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Contra gentes,Athanasius Alexandrinus: Contra gentes (Ms 45),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,14533.0,,,,,,,,,,,,,,,,,,1759,"Amsterdam, University Library, Amstelodamus gr. 12, transcribed by Kyriakos Savvidis",[nan],0.0
pta0022.pta004,Athanasius of Alexandria,De sententia Dionysii,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,De sententia Dionysii,Athanasius Alexandrinus: De sententia Dionysii,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,7998.0,,,,,,,,,,,,,,,,,,1760,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 2: Die Apologien.
                        Lieferung 2: De decretis Nicaenae synodi 40,24
                        – Apologia de fuga sua 18,3. Berlin/Leipzig Walter de Gruyter 1935, 41–80",[nan],0.0
pta0022.pta010,Athanasius of Alexandria,Apologia ad Constantium,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Apologia ad Constantium,Athanasius Alexandrinus: Apologia ad Constantium,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,9551.0,,,,,,,,,,,,,,,,,,1761,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 279–309",[nan],0.0
pta0022.pta011,Athanasius of Alexandria,Epistula ad Ioannem et Antiochum,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Epistula ad Ioannem et Antiochum,Athanasius Alexandrinus: Epistula ad Ioannem et Antiochum,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,204.0,,,,,,,,,,,,,,,,,,1762,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 310–311",[nan],0.0
pta0022.pta012,Athanasius of Alexandria,Epistula ad Palladium,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Epistula ad Palladium,Athanasius Alexandrinus: Epistula ad Palladium,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,280.0,,,,,,,,,,,,,,,,,,1763,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 312–313",[nan],0.0
pta0022.pta013,Athanasius of Alexandria,Epistula ad Dracontium,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Epistula ad Dracontium,Athanasius Alexandrinus: Epistula ad Dracontium,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,2149.0,,,,,,,,,,,,,,,,,,1764,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 314–321",[nan],0.0
pta0022.pta014,Athanasius of Alexandria,Epistula ad Afros,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Epistula ad Afros,Athanasius Alexandrinus: Epistula ad Afros,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,3880.0,,,,,,,,,,,,,,,,,,1765,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 322–339",[nan],0.0
pta0022.pta015,Athanasius of Alexandria,Tomus ad Antiochenos,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Tomus ad Antiochenos,Athanasius Alexandrinus: Tomus ad Antiochenos,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,2373.0,,,,,,,,,,,,,,,,,,1766,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 340–351",[nan],0.0
pta0022.pta016,Athanasius of Alexandria,Epistula ad Jovianum,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Epistula ad Jovianum,Athanasius Alexandrinus: Epistula ad Jovianum,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,899.0,,,,,,,,,,,,,,,,,,1767,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 352–356",[nan],0.0
pta0022.pta017,Athanasius of Alexandria,Petitiones Arianorum,295.0,373.0,False,False,True,False,,,Athanasius of Alexandria,,,,,,,Petitiones Arianorum,Athanasius Alexandrinus: Petitiones Arianorum,,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,849.0,,,,,,,,,,,,,,,,,,1768,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen (ed.), Athanasius Werke. Band 2: Die »Apologien«. Lieferung 8: Apologia ad Constantium / Epistula ad Ioannem et Antiochum / Epistula ad Palladium / Epistula ad Dracontium / Epistula ad Afros / Tomus ad Antiochenos / Epistula ad Jovianum / Epistula Joviani ad Athanasium / Petitiones Arianorum. Berlin/New York Walter de Gruyter 2006, 358-361",[nan],0.0
pta0029.pta002,Ps.-Athanasius of Alexandria,De sabbatis et circumcisione,295.0,373.0,False,False,True,False,,,Ps.-Athanasius of Alexandria,,,,,,,De sabbatis et circumcisione,Ps.-Athanasius Alexandrinus: De sabbatis et circumcisione (Ms K),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,2041.0,,,,,,,,,,,,,,,,,,1769,"Hagion Oros, Monè Batopediou, 6 (PTAMS00603), transcribed by Christoph Scheerer / Kathrin Breimayer",[nan],0.0
pta0030.pta016,Eusebius (“Alexandrinus”),De die dominica,475.0,500.0,False,False,True,False,,,Eusebius (“Alexandrinus”),,,,,,,De die dominica,Eusebius (»Alexandrinus«): De die dominica (Versio B5),,,,,475.0,500.0,,,temporary date of the author life,+0475-01/+0500-12,,,1961.0,,,,,,,,,,,,,,,,,,1770,,[nan],0.0
pta0037.pta001,Hippolytus of Rome,Commentarii in Danielem,201.0,225.0,False,False,True,False,,,Hippolytus of Rome,,,,,,,Commentarii in Danielem,Hippolytus Romanus: Des heiligen Hippolytos über Daniel,,,,,201.0,225.0,,,temporary date of the author life,+0201-01/+0225-12,,,42443.0,,,,,,,,,,,,,,,,,,1771,"Georg Nathanael Bonwetsch/Marcel Richard (ed.), Hippolyt. Kommentar zu Daniel. 2., vollständig veränderte Auflage, Die griechischen christlichen Schriftsteller der ersten Jahrhunderte N.F. 7. Berlin, 2000",[nan],0.0
pta0039.pta001,Anonymus (Pseudo-John Chrysostom),Homilia de dominica die,301.0,500.0,False,False,True,False,,,Anonymus (Pseudo-John Chrysostom),,,,,,,Homilia de dominica die,Anonymus (Ps.-Johannes Chrysostomus): Homilia de dominica die (versio A),,,,,301.0,500.0,,,temporary date of the author life,+0301-01/+0500-12,,,871.0,,,,,,,,,,,,,,,,,,1772,Annette von Stockhausen (Translator),[nan],0.0
pta0040.pta001,Anonymus (Pseudo-John Chrysostom / Pseudo-Basil of Caesarea),Homilia de sancta dominica,301.0,500.0,False,False,True,False,,,Anonymus (Pseudo-John Chrysostom / Pseudo-Basil of Caesarea),,,,,,,Homilia de sancta dominica,Anonymus (Ps.-Basilius Caesariensis): Homilia de sancta dominica (versio A) (Ms P),,,,,301.0,500.0,,,temporary date of the author life,+0301-01/+0500-12,,,568.0,,,,,,,,,,,,,,,,,,1773,"Paris, Bibliothèque nationale de France, Grec 1034, transcribed by Annette von Stockhausen",[nan],0.0
pta0041.pta001,Anonymus (Author of Vita Cononis),Vita sancti Cononis Bidanae,500.0,599.0,False,False,True,False,,,Anonymus (Author of Vita Cononis),,,,,,,Vita sancti Cononis Bidanae,Anonymus: Martyrium und Wundertaten des Heiligen Konon aus Isaurien,,,,,500.0,599.0,,,temporary date of the author life,+0500-01/+0599-12,,,6670.0,,,,,,,,,,,,,,,,,,1774,Philipp Pilhofer (Translator),[nan],0.0
pta0100.pta001,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 1: Theologische Erklärung alexandrinischer Kleriker an Alexander von Alexandrien,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 1: Theologische Erklärung alexandrinischer Kleriker an Alexander von Alexandrien,Dok. 1: Theologische Erklärung alexandrinischer Kleriker an Alexander von Alexandrien (Urk. 6),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,522.0,,,,,,,,,,,,,,,,,,1775,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen/Angelika Wintjes (ed.), Athanasius Werke. Band 3 / 1. Teil: Dokumente zur Geschichte des arianischen Streites. Lieferung 3: Bis zur Ekthesis makrostichos. Berlin/New York 2007, 77",[nan],0.0
pta0100.pta002,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 2: Briefe des Alexander von Alexandrien,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 2: Briefe des Alexander von Alexandrien,Dok. 2: Briefe des Alexander von Alexandrien (Urk. 4),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,1810.0,,,,,,,,,,,,,,,,,,1776,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 6–11",[nan],0.0
pta0100.pta003,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 3: Regest eines Rundbriefes einer Synode in Bithynien,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 3: Regest eines Rundbriefes einer Synode in Bithynien,Dok. 3: Regest eines Rundbriefes einer Synode in Bithynien (Urk. 5),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,26.0,,,,,,,,,,,,,,,,,,1777,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 12",[nan],0.0
pta0100.pta004,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 4: Brief des Eusebius von Nikomedien an Paulinus von Tyrus,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 4: Brief des Eusebius von Nikomedien an Paulinus von Tyrus,Dok. 4: Brief des Eusebius von Nikomedien an Paulinus von Tyrus (Urk. 8),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,561.0,,,,,,,,,,,,,,,,,,1778,"Hanns Christof Brennecke/Uta Heil/Annette von Stockhausen/Angelika Wintjes (ed.), Athanasius Werke. Band 3 / 1. Teil: Dokumente zur Geschichte des arianischen Streites. Lieferung 3: Bis zur Ekthesis makrostichos. Berlin/New York 2007, 83–84",[nan],0.0
pta0100.pta005,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 5: Referate eines,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 5: Referate eines,Dok. 5: Referate eines (?) Briefes des Paulinus von Tyrus (Urk. 9),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,188.0,,,,,,,,,,,,,,,,,,1779,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 17-18",[nan],0.0
pta0100.pta006,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 6: Fragment eines Briefes des Presbyters Georgius an Alexander von Alexandrien,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 6: Fragment eines Briefes des Presbyters Georgius an Alexander von Alexandrien,Dok. 6: Fragment eines Briefes des Presbyters Georgius an Alexander von Alexandrien (Urk. 12),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,74.0,,,,,,,,,,,,,,,,,,1780,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 19",[nan],0.0
pta0100.pta007,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 7: Fragment eines Briefes des Presbyters Georgius an die »Arianer« in Alexandrien,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 7: Fragment eines Briefes des Presbyters Georgius an die »Arianer« in Alexandrien,Dok. 7: Fragment eines Briefes des Presbyters Georgius an die »Arianer« in Alexandrien (Urk. 13),,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,82.0,,,,,,,,,,,,,,,,,,1781,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 19",[nan],0.0
pta0100.pta008,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 8: Regeste eines Briefes,295.0,373.0,False,False,True,False,,,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),,,,,,,Dok. 8: Regeste eines Briefes,"Dok. 8: Regeste eines Briefes (?) des Arius an Paulinus von Tyrus, Eusebius von Caesarea und an Patrophilus von Scythopolis und eines Briefes einer Synode in Palaestina (Urk. 10)",,,,,295.0,373.0,,,temporary date of the author life,+0295-01/+0373-12,,,122.0,,,,,,,,,,,,,,,,,,1782,"Hans-Georg Opitz (ed.), Athanasius Werke. Band 3 / 1. Teil: Urkunden zur Geschichte des arianischen Streites. Lieferung 1-2. Berlin/Leipzig 1934-1935, 18",[nan],0.0
